month,year,amount,dt_unit,dt_code,dt_desc,cat_code,cat_desc,monthyear
Dec,2017,422554.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/17
Jan,2018,320114.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/18
Feb,2018,311922.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/18
Mar,2018,360303.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/18
Apr,2018,342216.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/18
May,2018,375562.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/18
Jun,2018,359463.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/18
Jul,2018,358332.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/18
Aug,2018,368481.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/18
Sep,2018,340598.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/18
Oct,2018,361549.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/18
Nov,2018,385824.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/18
Dec,2018,422013.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/18
Jan,2019,335561.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/19
Feb,2019,320150.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/19
Mar,2019,364889.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/19
Apr,2019,363113.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/19
May,2019,389140.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/19
Jun,2019,369707.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/19
Jul,2019,377384.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/19
Aug,2019,385545.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/19
Sep,2019,354601.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/19
Oct,2019,378136.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/19
Nov,2019,393521.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/19
Dec,2019,447714.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/19
Jan,2020,349654.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/20
Feb,2020,345746.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/20
Mar,2020,365250.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/20
Apr,2020,314130.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/20
May,2020,367671.0,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/20
Jan,2010,-25.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/10
Feb,2010,-1.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/10
Mar,2010,12.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/10
Apr,2010,-0.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/10
May,2010,3.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/10
Jun,2010,-2.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/10
Jul,2010,0.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/10
Aug,2010,0.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/10
Sep,2010,-4.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/10
Oct,2010,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/10
Nov,2010,5.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/10
Dec,2010,19.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/10
Jan,2011,-25.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/11
Feb,2011,-0.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/11
Mar,2011,12.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/11
Apr,2011,-0.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/11
May,2011,3.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/11
Jun,2011,-1.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/11
Jul,2011,-1.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/11
Aug,2011,2.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/11
Sep,2011,-4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/11
Oct,2011,2.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/11
Nov,2011,5.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/11
Dec,2011,18.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/11
Jan,2012,-25.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/12
Feb,2012,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/12
Mar,2012,9.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/12
Apr,2012,-4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/12
May,2012,6.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/12
Jun,2012,-3.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/12
Jul,2012,-1.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/12
Aug,2012,4.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/12
Sep,2012,-6.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/12
Oct,2012,4.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/12
Nov,2012,6.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/12
Dec,2012,16.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/12
Jan,2013,-23.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/13
Feb,2013,-2.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/13
Mar,2013,12.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/13
Apr,2013,-3.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/13
May,2013,7.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/13
Jun,2013,-5.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/13
Jul,2013,1.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/13
Aug,2013,3.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/13
Sep,2013,-7.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/13
Oct,2013,5.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/13
Nov,2013,5.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/13
Dec,2013,16.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/13
Jan,2014,-24.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/14
Feb,2014,-2.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/14
Mar,2014,11.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/14
Apr,2014,0.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/14
May,2014,6.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/14
Jun,2014,-5.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/14
Jul,2014,1.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/14
Aug,2014,2.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/14
Sep,2014,-5.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/14
Oct,2014,5.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/14
Nov,2014,3.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/14
Dec,2014,18.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/14
Jan,2015,-24.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/15
Feb,2015,-3.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/15
Mar,2015,12.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/15
Apr,2015,-1.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/15
May,2015,5.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/15
Jun,2015,-3.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/15
Jul,2015,1.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/15
Aug,2015,0.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/15
Sep,2015,-4.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/15
Oct,2015,4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/15
Nov,2015,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/15
Dec,2015,19.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/15
Jan,2016,-25.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/16
Feb,2016,2.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/16
Mar,2016,10.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/16
Apr,2016,-2.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/16
May,2016,4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/16
Jun,2016,-1.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/16
Jul,2016,-1.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/16
Aug,2016,2.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/16
Sep,2016,-4.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/16
Oct,2016,1.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/16
Nov,2016,6.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/16
Dec,2016,17.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/16
Jan,2017,-25.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/17
Feb,2017,-2.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/17
Mar,2017,14.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/17
Apr,2017,-2.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/17
May,2017,5.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/17
Jun,2017,-2.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/17
Jul,2017,-1.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/17
Aug,2017,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/17
Sep,2017,-4.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/17
Oct,2017,2.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/17
Nov,2017,7.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/17
Dec,2017,15.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/17
Jan,2018,-24.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/18
Feb,2018,-2.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/18
Mar,2018,15.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/18
Apr,2018,-5.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/18
May,2018,9.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/18
Jun,2018,-4.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/18
Jul,2018,-0.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/18
Aug,2018,2.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/18
Sep,2018,-7.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/18
Oct,2018,6.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/18
Nov,2018,6.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/18
Dec,2018,9.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/18
Jan,2019,-20.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/19
Feb,2019,-4.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/19
Mar,2019,14.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/19
Apr,2019,-0.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/19
May,2019,7.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/19
Jun,2019,-5.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/19
Jul,2019,2.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/19
Aug,2019,2.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/19
Sep,2019,-8.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/19
Oct,2019,6.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/19
Nov,2019,4.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/19
Dec,2019,13.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/19
Jan,2020,-21.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/20
Feb,2020,-1.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/20
Mar,2020,5.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/20
Apr,2020,-14.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/20
May,2020,17.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/20
